TaskID,TotalLength,TaskOutputFileSize,TaskFileLength,CpuTime,,UserLatitude,UserLongitude,DataCenterID,VmID,ENSEMBLE_predicted_DC,GA_predicted_DC,SNAKE_predicted_DC,SNAKE_predicted_VM,ENSEMBLE_predicted_VM
1001,54,17,24,2.88254902,,-4.562305653,-89.74410403,5,8,5,4,4,8,8
1002,34,15,11,3.042735043,,35.87408715,107.5151523,5,4,5,5,5,4,4
1003,62,15,23,2.48,,86.13035929,88.38273299,5,11,5,5,5,11,11
1004,61,14,20,4.065192393,,-19.03273926,45.2943797,4,6,4,4,4,6,6
1005,49,18,23,3.769230769,,-88.41847784,-83.23681118,3,5,3,3,3,5,5
1006,95,12,18,3.272899106,,-5.78156372,-87.58394229,5,13,5,5,5,13,13
1007,20,13,18,1.538461538,,-31.22034069,140.0997577,3,5,3,3,3,5,5
1008,81,18,17,3.833996757,,-84.09527974,-154.6325593,3,9,3,3,3,9,9
1009,13,10,17,1.181818182,,-5.404791214,-99.84654014,5,4,5,5,5,4,6
1010,40,17,10,3.076923077,,-50.53078899,44.36190697,4,5,4,4,4,5,5
1011,18,11,13,1.598290598,,62.25419844,-82.83659216,5,4,5,5,5,4,4
1012,55,12,17,1.863346105,,-5.969240597,-130.9703576,3,13,3,3,3,13,13
1013,47,10,24,3.615384615,,-30.91301368,40.63453927,4,5,4,4,4,5,5
1014,28,16,25,1.847058824,,41.23174166,-39.14260624,5,6,4,5,5,6,6
1015,98,18,19,7.538461538,,-17.92476553,121.4706849,3,5,4,4,3,5,5
1016,80,14,21,3.448795903,,57.16539213,-65.33318226,5,10,5,5,5,10,10
1017,38,13,25,1.52,,-30.21297146,81.82571564,3,11,3,4,3,11,11
1018,30,18,14,1.2,,84.53636531,177.4948378,5,11,5,5,5,11,11
1019,47,12,17,4.222222222,,-86.06216806,-62.79725556,3,4,3,3,3,4,5
1020,89,12,13,3.56,,39.96457796,-147.0692058,5,11,5,5,5,11,11
1021,96,13,19,4.149993911,,-16.74690318,-46.84871774,4,10,4,4,4,10,10
1022,13,18,20,1,,55.499869,-7.959055494,4,5,4,4,4,5,5
1023,46,15,11,3.538461538,,47.84709986,40.58044704,4,5,4,4,4,5,5
1024,94,18,23,3.76,,-17.77031685,-171.6824894,3,11,3,3,3,11,11
1025,10,16,25,0.666666667,,-82.60411316,-5.95241151,3,6,3,3,3,6,6
1026,46,19,13,3.538461538,,64.83331957,-10.2878766,4,5,4,4,4,5,5
1027,74,20,15,3.510265369,,-85.40045025,99.47164934,3,9,3,3,3,9,9
1028,53,10,24,4.076923077,,10.71764039,101.7391748,4,5,4,4,4,5,5
1029,54,12,18,3.133893557,,-22.69205308,-82.6267154,3,7,3,3,4,7,7
1030,91,17,25,3.64,,5.691038047,-19.13999672,5,11,5,5,5,11,11
1031,85,19,21,6.538461538,,75.00511908,174.4341002,5,5,5,5,5,5,5
1032,34,18,25,2.25764411,,-48.63095301,-118.6597913,3,6,3,3,3,6,6
1033,15,19,20,0.6,,42.29068536,-39.65769921,4,11,4,4,4,11,11
1034,75,18,16,4.390288958,,43.82424546,135.5524435,4,7,4,4,4,7,7
1035,42,14,21,1.434482759,,-82.9913288,152.6574676,3,13,3,3,3,12,13
1036,69,17,23,5.307692308,,-79.3421932,-136.5566907,3,5,3,3,3,5,5
1037,20,20,20,0.8,,4.143072896,-67.53282078,5,11,5,5,5,11,11
1038,64,11,21,3.739702197,,80.24251883,127.6808647,5,7,5,5,5,7,7
1039,50,20,22,2,,-79.91708631,-27.47461245,3,11,3,4,3,11,11
1040,83,14,25,6.384615385,,33.27760417,78.31760767,4,5,4,4,4,5,5
1041,39,11,25,1.56,,38.58320026,-58.62283938,5,11,5,5,5,11,11
1042,20,20,18,1.305882353,,-69.25066885,-155.239618,3,6,3,3,3,6,6
1043,12,14,18,1.649350649,,86.27676928,49.01683589,5,2,5,5,5,2,2
1044,41,10,18,2.696240602,,-50.04278682,-82.08651467,3,6,3,3,3,6,6
1045,52,18,15,2.08,,56.28523992,139.8078163,4,11,4,4,4,11,11
1046,67,19,11,5.153846154,,-34.39207341,-164.8553848,3,5,3,3,3,5,5
1047,58,14,11,3.855462185,,89.51277902,-44.98108908,5,6,5,5,5,6,6
1048,62,19,17,2.120613027,,-13.67757098,72.96285864,4,13,4,4,4,13,13
1049,82,10,18,6.307692308,,-68.77645147,-96.11486071,3,5,3,3,3,5,5
1050,25,17,18,1.646842105,,-65.7574981,-96.80434689,3,6,3,3,3,6,6
1051,62,19,23,2.905204187,,-43.41476893,92.09866005,4,9,4,4,4,9,9
1052,66,16,14,2.64,,-60.82283766,93.08846522,3,11,3,3,3,11,11
1053,61,16,25,4.692307692,,-75.07198249,73.64824432,3,5,3,3,3,5,5
1054,72,13,19,3.777384638,,52.83177893,-115.6569118,5,8,5,5,5,8,8
1055,57,15,12,2.28,,-34.53920616,-90.71716635,5,11,5,3,5,11,11
1056,55,10,22,4.230769231,,-35.88640521,-179.4309908,3,5,3,3,3,5,5
1057,63,17,12,4.192599145,,-83.07353898,39.2853985,4,6,4,4,4,6,6
1058,58,18,22,2.32,,-53.39074589,0.079599182,4,11,4,4,4,11,11
1059,38,17,22,3.391608392,,-63.85663758,99.04500579,3,4,3,3,3,4,5
1060,72,13,16,2.88,,-76.49102786,-173.0259555,3,11,3,3,3,11,11
1061,62,19,23,4.769230769,,77.13576036,122.4913193,5,5,5,5,5,5,5
1062,30,11,24,1.739495798,,17.13603439,-4.127172442,4,7,4,4,4,7,7
1063,61,14,24,4.025770308,,37.09330208,52.20186195,4,6,4,4,4,6,6
1064,56,17,15,2.066666667,,42.23498749,42.60730671,4,12,4,4,4,12,12
1065,58,19,13,4.461538462,,-85.5607276,154.5576595,3,5,3,3,3,5,5
1066,72,14,15,4.234999263,,-46.08730796,-84.75586147,5,7,5,3,3,7,7
1067,18,17,16,0.72,,36.02736075,-43.4720441,5,11,5,5,5,11,11
1068,62,18,12,4.769230769,,37.83260495,-179.0484663,5,5,5,5,5,5,5
1069,63,14,23,2.296462324,,-59.78264069,-60.49983145,4,12,4,4,4,12,12
1070,30,18,15,1.956862745,,49.52349374,99.26001505,5,6,5,4,5,6,6
1071,30,17,25,2.307692308,,-10.05959918,-62.86448231,4,5,4,4,4,5,5
1072,34,19,10,1.36,,-3.711071402,29.23484944,4,11,4,4,4,11,11
1073,78,11,22,3.707002801,,20.40548999,-156.2147994,5,9,5,5,5,9,9
1074,15,13,25,1.656565657,,68.18965914,-78.17416291,5,3,5,5,5,3,3
1075,66,19,22,5.076923077,,84.41744992,136.5305814,5,5,5,5,5,5,5
1076,28,20,15,1.037037037,,3.820440831,131.6048993,3,12,3,4,3,11,11
1077,52,10,18,2.08,,9.102212261,97.37626443,4,11,4,4,4,11,11
1078,82,20,17,3.880023588,,-22.85512505,150.3821425,3,9,3,3,3,9,9
1079,31,12,14,2.384615385,,45.90775677,-102.144464,5,5,5,5,5,5,5
1080,58,17,16,2.32,,70.49980831,141.4393393,5,11,5,5,5,11,11
1081,54,15,19,4.153846154,,-8.982837992,-165.8329518,3,5,3,3,3,5,5
1082,73,10,12,2.92,,10.15835358,127.5690114,4,11,4,5,5,11,11
1083,83,16,15,6.384615385,,85.38213797,74.05546767,5,5,5,5,5,5,5
1084,67,20,17,3.213818369,,-75.63226462,-141.476412,3,9,3,3,3,9,9
1085,36,12,11,1.44,,-55.41971387,-167.7692708,3,11,3,3,3,11,11
1086,94,12,16,4.936566416,,76.13992905,-71.22732311,5,8,5,5,5,8,8
1087,60,19,11,4.615384615,,-13.24487385,-128.3425765,3,5,3,3,3,5,5
1088,58,16,19,2.32,,13.59094861,-28.89672261,4,11,4,4,5,11,11
1089,11,13,13,0.44,,-26.65501259,97.71042244,4,11,4,4,4,11,11
1090,66,18,15,2.64,,51.84460803,88.33767276,4,11,4,4,5,11,11
1091,73,20,16,5.615384615,,-27.69951053,-31.93357684,4,5,4,4,4,5,5
1092,64,15,20,3.743417367,,-38.36634614,156.5555144,3,7,3,3,3,7,7
1093,24,18,15,0.96,,66.87205175,-88.94284663,5,11,5,5,5,11,11
1094,86,16,20,3.75374613,,19.88811355,83.87582922,4,10,4,4,4,10,11
1095,31,14,14,2.818181818,,84.6019624,-16.47165617,5,4,5,5,5,4,4
1096,14,20,18,1.992673993,,35.18479259,-7.058342345,4,2,4,4,5,2,2
1097,13,19,23,0.52,,29.63084958,70.72659152,4,11,4,4,4,11,11
1098,36,16,11,2.769230769,,-54.9363923,5.798044955,3,5,3,3,3,5,5
1099,32,14,12,1.28,,-62.25648924,96.57221613,3,11,3,3,3,11,11
1100,72,11,14,2.88,,-0.752238885,-2.352840076,4,11,4,4,4,11,11
1101,19,18,25,2.111111111,,31.5037981,-138.7029364,5,3,5,5,5,3,3
1102,81,16,10,6.230769231,,-21.26347017,136.9571596,3,5,3,3,3,5,5
1103,33,20,10,2.19047619,,-0.598502443,36.22484362,4,6,4,4,4,6,6
1104,34,15,21,2.211764706,,77.88970999,12.69177934,5,6,5,5,5,6,6
1105,65,14,19,2.6,,-14.47364829,16.43157524,4,11,4,4,4,11,11
1106,61,12,15,4.038095238,,2.359639879,-159.2094208,3,6,3,3,3,6,6
1107,69,12,15,5.307692308,,-67.8007057,144.8381952,3,5,3,3,3,5,5
1108,100,10,15,4,,78.40744945,-82.90108587,5,11,5,5,5,11,11
1109,94,15,18,4.947250479,,87.20070211,17.91909644,5,8,5,5,5,8,8
1110,50,19,11,3.846153846,,27.6733477,129.3392485,4,5,4,4,4,5,5
1111,88,12,20,3.52,,-75.45226799,-1.066260309,3,11,3,3,3,11,11
1112,82,19,11,6.307692308,,-72.84646078,52.59392735,3,5,3,4,4,5,5
1113,18,20,18,1.168627451,,88.78501125,126.2004753,5,6,5,5,5,6,6
1114,20,13,22,1.333333333,,11.39660663,-73.93376496,5,6,5,5,5,6,6
1115,85,18,18,4.018133569,,35.37813117,-147.4704102,5,9,5,5,5,9,9
1116,97,12,13,7.461538462,,56.37893738,112.8407041,4,5,4,4,4,5,5
1117,100,13,25,4,,-35.34559886,122.049957,3,11,3,4,3,11,11
1118,49,15,15,2.10230179,,-24.98266102,-113.944157,3,10,3,3,3,10,10
1119,14,16,22,0.923809524,,-79.08830375,158.6301751,3,6,3,3,3,6,6
1120,14,14,25,1.076923077,,26.3798799,61.80616524,4,5,4,4,4,5,6
1121,60,18,18,3.477919799,,1.046884458,10.85414161,4,7,4,4,4,7,7
1122,75,12,15,3,,46.21922579,-88.39725514,5,11,5,5,5,11,11
1123,13,11,13,1.363636364,,-77.91321282,-60.31213452,3,3,3,3,3,3,3
1124,76,16,20,5.846153846,,-14.90236325,-99.99521699,5,5,5,5,5,5,5
1125,28,18,23,1.611764706,,-36.00124176,-85.25755428,3,7,3,3,3,7,6
1126,47,16,11,3.615384615,,-46.90187949,174.9549294,3,5,3,3,3,5,5
1127,30,18,10,1.2,,77.51085711,102.0621879,5,11,5,5,5,11,11
1128,45,15,24,2.108123249,,-63.84785347,88.37027372,4,9,4,3,4,9,8
1129,48,17,22,3.692307692,,47.29969781,-35.09160478,5,5,5,5,5,5,5
1130,56,17,21,2.24,,-37.26052045,156.4713108,3,11,3,3,3,11,11
1131,79,14,24,4.594800236,,-41.46890543,-19.46583543,4,7,4,4,4,7,7
1132,41,16,13,1.64,,-1.159414485,21.99747703,4,11,4,4,4,11,11
1133,22,16,14,1.692307692,,-46.13634419,56.18976148,4,5,4,4,4,5,5
1134,87,20,23,3.757139588,,59.48758175,158.1673658,5,10,5,5,5,10,11
1135,17,11,18,0.68,,25.33956674,-70.19123482,5,11,5,5,5,11,11
1136,45,17,25,3.461538462,,-39.45723466,-145.6798456,3,5,3,3,3,5,5
1137,100,11,15,7.692307692,,83.37866937,126.8459191,5,5,5,5,5,5,5
1138,49,10,10,1.96,,14.63696136,-149.0904016,5,11,5,5,5,11,11
1139,92,19,11,3.68,,-38.94528494,169.5276276,3,11,3,3,3,11,11
1140,100,17,14,5.231873802,,-22.12561554,-111.5844456,3,8,3,3,3,8,8
1141,63,17,11,4.846153846,,69.48290753,-108.8304196,4,5,4,5,4,5,5
1142,16,12,12,0.64,,83.4896201,10.72415827,5,11,5,5,5,11,11
1143,43,10,23,1.72,,-62.73085464,-139.2613872,3,11,3,3,3,11,11
1144,37,19,19,2.466666667,,0.041301565,-59.87161847,4,6,4,4,4,6,6
1145,12,18,15,1.617604618,,1.661202204,116.216865,4,2,4,4,5,2,2
1146,50,19,18,3.846153846,,-18.1641321,-57.67994383,5,5,5,5,5,5,5
1147,98,19,12,4.646763969,,26.02605082,145.227681,4,9,4,4,5,9,9
1148,71,11,16,2.623205619,,28.55315236,-125.511002,5,12,5,5,5,12,11
1149,78,15,24,6,,-88.61334069,-155.0432654,3,5,3,3,3,5,5
1150,24,19,16,0.96,,-23.72085385,-98.90309374,5,11,5,5,5,11,11
1151,65,10,12,2.6,,-60.96075273,-70.21033336,3,11,3,3,3,11,11
1152,31,10,11,1.461064426,,-47.2239777,-34.39436766,4,9,4,3,4,9,9
1153,61,14,25,4.692307692,,2.213906583,55.80452544,4,5,4,4,4,5,5
1154,31,20,12,2.052661064,,29.46927546,-176.8586223,4,6,4,4,4,6,6
1155,39,14,15,2.537254902,,-29.0394835,-60.15508409,4,6,4,4,4,6,6
1156,66,12,19,2.422222222,,-87.00410497,134.0570571,3,12,3,3,3,12,12
1157,59,10,24,3.070411322,,-2.980383851,16.6972131,4,8,4,4,4,8,8
1158,43,10,13,3.307692308,,-54.31082095,-87.65611438,3,5,3,3,3,5,5
1159,48,10,16,3.692307692,,-51.24365969,-158.3065197,3,5,3,3,3,5,5
1160,97,12,25,3.589642401,,-47.91879179,-92.05173585,3,12,3,3,3,12,12
1161,26,10,14,1.678431373,,-51.78815498,127.8717351,3,6,3,3,3,6,6
1162,45,14,15,3,,0.557721506,-171.8799746,5,6,5,5,5,6,6
1163,35,18,21,2.692307692,,-89.57090121,-45.63971078,3,5,3,3,3,5,5
1164,41,12,12,1.64,,85.60656477,-24.2569006,5,11,5,5,5,11,11
1165,66,19,12,3.126099071,,-19.06311953,-25.94353788,4,9,4,4,4,9,9
1166,82,14,18,6.307692308,,-41.17173579,97.22184175,5,5,5,4,5,5,5
1167,51,10,16,2.04,,-25.99610778,125.5673806,4,11,4,3,3,11,11
1168,99,18,21,4.30176836,,-47.02079118,100.8085849,4,10,4,4,4,10,10
1169,27,14,15,1.08,,12.49674368,8.123426775,4,11,4,4,4,11,11
1170,87,10,15,6.692307692,,-17.14272465,150.9979312,3,5,3,3,3,5,5
1171,26,13,17,1.04,,2.507939708,74.78531532,4,11,4,4,4,11,11
1172,84,19,14,3.36,,-18.48539662,-11.37513532,5,11,4,5,5,11,11
1173,17,10,23,1.076190476,,56.38030622,169.2143341,5,6,5,5,5,6,6
1174,11,19,14,1.222222222,,85.2672318,49.89665315,5,3,5,5,5,3,3
1175,36,20,15,2.109803922,,58.03154169,30.80367216,5,7,5,5,5,7,6
1176,65,19,15,5,,13.14526816,-31.8262591,5,5,5,5,5,5,5
1177,66,18,22,3.104761905,,-26.55727373,-133.9832126,3,9,3,3,3,9,9
1178,35,10,19,3.153846154,,-54.80908261,-160.7840133,3,4,3,3,3,4,4
1179,14,15,23,0.56,,14.10149435,-25.18480792,4,11,4,4,5,11,11
1180,50,14,10,1.850740741,,-68.74242549,-122.3982481,3,12,3,3,3,12,12
1181,76,20,11,3.27098943,,59.20385851,106.2848114,5,10,5,5,5,10,9
1182,16,18,16,1.454545455,,-61.05468379,-12.73381769,4,4,3,4,4,4,4
1183,14,13,23,0.56,,48.48024309,70.69355623,4,11,4,4,5,11,11
1184,85,13,10,6.538461538,,9.45204497,-179.4145334,5,5,5,5,5,5,5
1185,46,10,12,1.84,,76.2174515,-151.4897145,5,11,5,5,5,11,11
1186,41,17,25,1.64,,-20.287627,131.3765497,3,11,3,4,3,11,11
1187,55,15,10,3.225121628,,-26.15170706,-105.7178917,5,7,5,3,3,7,7
1188,30,17,11,2.727272727,,57.85335726,-126.8374461,5,4,5,5,5,4,4
1189,23,13,19,2.474747475,,37.31659112,28.74966198,4,3,4,4,4,3,3
1190,35,13,19,1.4,,19.57336909,-99.13215944,5,11,5,5,5,11,11
1191,83,16,13,5.485714286,,47.63829038,-132.0432525,5,6,5,5,5,6,6
1192,63,19,16,4.846153846,,-15.72796106,128.8385608,3,5,4,4,3,5,5
1193,11,10,22,0.44,,-0.363859295,-33.64212255,4,11,4,4,4,11,11
1194,100,15,10,3.69037037,,26.79228016,173.28489,5,12,5,5,5,12,12
1195,71,13,25,5.461538462,,-63.81821525,-171.5742624,3,5,3,3,3,5,5
1196,83,13,24,3.91001032,,-48.61063639,72.09833088,4,9,4,4,4,9,9
1197,37,15,14,1.48,,67.91670649,-144.4767645,5,11,5,5,5,11,11
1198,82,20,25,6.307692308,,-44.59569944,-131.2362084,3,5,3,3,3,5,5
1199,69,13,13,4.024207578,,71.62475305,42.1112254,5,7,5,5,5,7,7
1200,55,15,25,2.2,,-7.960300387,-153.8090253,3,11,3,3,3,11,11
1201,52,12,12,3.457142857,,-35.21980642,-113.4229844,3,6,3,3,3,6,6
1202,87,17,11,3.48,,-13.72227805,-154.393453,3,11,3,3,3,11,11
1203,72,10,15,5.538461538,,-28.42653899,173.4774504,3,5,3,3,3,5,5
1204,94,19,10,5.507729618,,80.52781514,62.67806514,5,7,5,5,5,7,7
1205,43,15,18,1.72,,47.80502712,-111.556011,5,11,5,5,5,11,11
1206,74,19,21,5.692307692,,78.98070198,-25.1617785,5,5,5,5,5,5,5
1207,32,15,16,1.157037037,,9.460052252,-96.72791747,5,12,5,5,5,12,12
1208,89,12,12,4.632758367,,-44.11867613,101.4279883,4,8,4,3,3,8,8
1209,12,20,25,0.444444444,,-63.12452013,-92.8061563,3,12,3,3,3,12,12
1210,89,19,11,3.56,,60.85741182,-117.5595858,5,11,5,5,5,11,11
1211,95,16,17,7.307692308,,-26.99962176,131.0266,4,5,4,3,4,5,5
1212,16,10,19,0.723809524,,-29.81726925,47.72866694,4,9,4,4,4,11,9
1213,43,13,21,2.822969188,,-1.115599453,132.4063536,4,6,4,3,3,6,6
1214,23,14,21,0.92,,-39.01944967,50.85924025,4,11,4,4,4,11,11
1215,81,10,25,2.97037037,,-81.37750344,45.824963,3,12,3,3,3,12,12
1216,11,17,10,1.444444444,,-11.95386201,-122.4892479,5,2,5,3,5,2,2
1217,25,17,10,1.923076923,,20.91032563,-75.19227368,5,5,5,5,5,5,5
1218,29,20,14,1.933333333,,33.88317959,41.41647374,4,6,4,4,4,6,6
1219,51,14,13,3.923076923,,-8.576567142,-82.70669035,5,5,5,5,5,5,5
1220,15,12,10,1,,-46.29979341,-67.23157361,4,6,4,3,4,6,6
1221,78,14,19,3.368533867,,-69.79162982,-5.247863515,4,10,4,3,4,10,10
1222,85,13,14,6.538461538,,13.03143823,-117.7197134,5,5,5,5,5,5,5
1223,12,18,20,0.48,,48.48993351,-95.62147256,5,11,5,5,5,11,11
1224,38,17,21,1.52,,83.58078907,-8.139596209,5,11,5,5,5,11,11
1225,44,10,23,2.560961227,,-71.41982342,-135.6038732,3,7,3,3,3,7,7
1226,44,14,10,1.76,,-86.18722301,-166.1585063,3,11,3,3,3,11,11
1227,99,18,13,7.615384615,,-66.33369969,167.8995486,3,5,3,3,3,5,5
1228,75,15,23,4.969187675,,-12.50056314,28.61758959,4,6,4,4,4,6,6
1229,66,15,14,2.64,,-54.12374517,143.0782462,3,11,3,3,3,11,11
1230,32,11,11,1.28,,32.29355069,89.96527413,4,11,4,5,5,11,11
1231,19,12,23,1.215686275,,-45.06533813,104.4897384,4,6,3,4,3,6,6
1232,96,15,14,4.131848739,,-82.55225605,-62.77813164,3,10,3,3,3,10,10
1233,55,11,25,2.2,,-54.15142095,-32.7083116,4,11,4,4,4,11,11
1234,87,12,16,6.692307692,,7.128411939,81.45837776,5,5,5,4,5,5,5
1235,71,11,16,2.84,,46.50724175,127.1778614,5,11,5,5,5,11,11
1236,18,11,14,1.573426573,,65.92743314,154.8631688,5,4,5,5,5,4,4
1237,60,18,20,2.581780538,,81.6125382,98.25290524,5,10,5,5,5,10,10
1238,12,19,23,1.307692308,,-53.568282,-108.859731,3,3,3,3,3,3,3
1239,50,15,12,3.846153846,,30.96180362,84.32832024,4,5,4,4,5,5,5
1240,48,19,14,1.92,,55.21071726,157.2994859,5,11,5,5,5,11,11
1241,84,19,13,3.983300899,,58.88061953,-87.92722795,5,9,5,4,5,9,9
1242,92,12,19,7.076923077,,48.00600371,52.48605264,4,5,4,4,4,5,5
1243,46,13,21,1.84,,-75.54586516,1.580520103,3,11,3,3,3,11,11
1244,21,15,11,0.84,,-39.83323591,-18.09601819,4,11,4,4,4,11,11
1245,91,16,14,3.136819923,,-27.78179344,78.79997844,4,13,4,4,4,13,13
1246,13,10,18,0.866666667,,-42.1086157,23.96182083,4,6,4,4,4,6,6
1247,62,12,19,3.253299425,,-70.01279994,78.33176106,3,8,3,3,3,8,8
1248,88,17,11,6.769230769,,-19.08132332,-51.72603307,5,5,5,5,4,5,5
1249,54,16,12,2.571428571,,-62.34588427,-74.8052672,3,9,3,3,3,9,11
1250,100,16,12,7.692307692,,30.45760993,-124.940403,5,5,5,5,5,5,5
1251,10,13,18,0.4,,-16.65993622,-26.53371355,4,11,4,4,4,11,11
1252,47,15,13,1.88,,50.21167196,164.5266218,5,11,5,5,5,11,11
1253,74,15,14,3.494795813,,72.99397269,83.4471962,5,9,5,5,5,9,9
1254,51,18,24,2.04,,52.88425782,102.5074892,5,11,5,4,5,11,11
1255,20,14,16,0.8,,-84.59321196,-105.7480996,3,11,3,3,3,11,11
1256,23,18,24,2.090909091,,-89.35564075,-29.37288846,3,4,3,3,3,4,4
1257,90,17,21,4.268317853,,-6.061680781,-126.3531836,3,9,3,3,3,9,9
1258,70,20,23,2.8,,44.96524964,113.5023688,4,11,4,4,5,11,11
1259,53,14,22,4.076923077,,-33.45915293,-152.6780097,3,5,3,3,3,5,5
1260,19,19,25,0.76,,-9.385440708,-3.993168172,4,11,4,4,4,11,11
1261,86,20,13,3.73803678,,-1.989564955,-33.20207589,5,10,5,5,5,10,10
1262,89,16,18,6.846153846,,8.704761498,-8.520825998,4,5,4,4,4,5,5
1263,80,20,18,2.931851852,,-87.70932532,125.6612828,3,12,3,3,3,12,12
1264,98,19,25,7.538461538,,36.03922704,98.65454245,5,5,5,4,4,5,5
1265,94,12,20,4.912516586,,75.66744145,158.6926782,5,8,5,4,4,8,8
1266,60,13,13,2.4,,6.939407867,156.662217,3,11,3,3,3,11,11
1267,60,11,10,2.4,,17.83657086,-6.612396064,4,11,4,4,4,11,11
1268,60,20,15,4.615384615,,-47.51695443,-55.71870796,4,5,4,4,4,5,5
1269,34,14,13,2.259383754,,64.95347328,125.1788437,4,6,4,5,5,6,6
1270,21,20,25,0.84,,24.0875699,-120.9044559,5,11,5,5,5,11,11
1271,91,18,18,4.329784756,,84.79448076,26.78125761,5,9,5,5,5,9,9
1272,18,11,21,1.636363636,,-73.11607349,55.07254819,3,4,3,3,3,4,4
1273,96,16,12,7.384615385,,37.85387311,136.5951696,5,5,5,5,5,5,5
1274,13,17,20,0.52,,45.82845908,0.077977289,4,11,4,4,4,11,11
1275,87,18,10,3.48,,-14.2631649,-108.0661761,3,11,3,3,3,11,11
1276,40,10,19,2.666666667,,40.17821439,-175.0416662,5,6,5,5,5,6,6
1277,24,10,20,0.96,,43.02108683,-119.4820837,5,11,5,5,5,11,11
1278,80,12,15,6.153846154,,74.06013904,103.2762564,4,5,4,5,5,5,5
1279,99,16,25,4.674745688,,-66.90300608,107.7041935,3,9,3,4,4,9,9
1280,69,15,25,2.76,,-84.49722885,-77.87036735,3,11,3,3,3,11,11
1281,95,11,16,7.307692308,,10.3052434,-105.8221866,5,5,5,5,5,5,5
1282,77,15,13,3.08,,76.72766831,-152.3854058,5,11,5,5,5,11,11
1283,82,11,22,4.285596344,,-41.96295491,68.23929534,4,8,4,4,4,8,8
1284,88,19,23,3.00962963,,10.36167755,-124.9660101,5,13,5,5,5,13,13
1285,47,12,11,3.615384615,,80.25093606,150.6983517,5,5,5,5,5,5,5
1286,18,17,23,1.168627451,,-38.67778826,-152.227207,3,6,3,3,3,6,6
1287,98,17,18,5.755241044,,-13.94669013,28.41660453,4,7,4,4,4,7,7
1288,31,20,16,2.384615385,,-64.84121576,74.70723687,4,5,4,4,4,5,5
1289,86,16,11,3.183703704,,26.8612077,7.816221305,4,12,4,4,4,12,12
1290,47,16,12,3.615384615,,-25.91044836,-92.35309278,3,5,3,5,3,5,5
1291,39,16,21,1.67109077,,-41.93102213,-35.27484365,4,10,4,4,4,10,10
1292,29,10,22,2.608391608,,11.2406933,-78.77911716,5,4,5,5,5,4,4
1293,59,18,13,4.538461538,,23.28787619,25.93440224,4,5,4,4,4,5,5
1294,92,14,12,4.357246056,,-84.45411791,-99.01858549,3,9,3,3,3,9,9
1295,18,13,12,0.72,,70.43686835,-144.5131582,4,11,4,5,4,11,11
1296,73,11,25,5.615384615,,-28.97823238,-164.9436138,3,5,3,3,3,5,5
1297,23,11,11,0.92,,-39.2894221,-138.0646181,3,11,3,3,3,11,11
1298,67,13,10,2.68,,36.44174813,137.2299759,5,11,5,5,5,11,11
1299,20,11,10,0.8,,89.30842686,-173.3228523,5,11,5,5,5,11,11
1300,13,20,18,0.866666667,,-49.07320424,16.83090582,4,6,4,4,4,6,6
1301,86,19,23,3.712235833,,-84.44551689,170.002532,3,10,3,3,3,10,10
1302,83,11,21,6.384615385,,-13.70987471,-112.3103212,3,5,3,3,3,5,5
1303,88,10,15,3.52,,-3.244916161,135.320838,4,11,4,4,4,11,11
1304,78,18,20,3.389503106,,-31.62276805,111.5143634,4,10,4,4,4,10,10
1305,97,11,25,7.461538462,,-15.15133406,160.2937371,3,5,3,3,3,5,5
1306,46,18,10,1.84,,-68.71625295,134.8895952,3,11,3,3,3,11,11
1307,21,16,12,0.84,,-13.82877123,-40.48947532,5,11,5,5,5,11,11
1308,98,13,15,4.219287349,,27.90777889,58.4848075,4,10,4,4,4,10,10
1309,50,17,16,2,,84.82528669,-122.4377209,5,11,5,5,5,11,11
1310,25,15,15,1,,88.94928504,120.6152088,5,11,5,5,5,11,11
1311,26,18,11,2,,-38.39872487,-44.3242534,4,5,4,4,4,5,5
1312,65,10,15,5,,-25.80140662,-98.9055877,5,5,5,3,3,5,5
1313,97,16,18,3.88,,5.565628854,42.63706233,4,11,4,4,4,11,11
1314,83,20,12,5.502156863,,29.4611977,68.55077444,4,6,4,4,4,6,6
1315,52,13,13,4,,-20.12603257,18.32474354,4,5,4,4,4,5,5
1316,44,12,13,3.384615385,,77.94673074,12.53131731,5,5,5,5,5,5,5
1317,17,14,17,0.68,,-43.83347552,17.90336613,4,11,4,4,4,11,11
1318,71,11,17,4.159103641,,21.14870372,122.2575727,4,7,4,5,5,7,7
1319,43,20,23,1.72,,40.33834094,135.7288049,5,11,5,4,5,11,11
1320,36,10,17,2.769230769,,23.20981791,-135.6875607,5,5,5,5,5,5,5
1321,26,17,11,1.04,,-12.74170096,141.7080431,3,11,3,3,3,11,11
1322,29,14,10,1.044444444,,-59.67666435,43.07260207,4,12,4,4,4,12,12
1323,59,17,21,4.538461538,,-83.24128371,-76.32807119,3,5,3,3,3,5,5
1324,34,16,11,1.962229102,,44.48747535,62.51827574,4,7,4,4,4,7,7
1325,36,14,13,1.308148148,,75.16772166,159.8259719,5,12,5,5,5,12,12
1326,100,10,15,4.345287772,,-0.936161864,116.7113981,4,10,4,4,5,10,10
1327,88,17,19,6.769230769,,74.44839791,166.3006019,5,5,5,5,5,5,5
1328,35,11,23,1.4,,53.64847817,164.8459928,5,11,5,5,5,11,11
